url,namaPaket,totalHarga,venueType,lokasi,jumlahTamu,image,MC,Wedding Car,Photographers,Videographers,Crew,Cake,Singer,Ins,MUA,Pax,Wedding Stage,Wedding Gate,Bridal Table Decoration,Groom,Bride,detailPaket
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
https://store.weddingku.com/wedding-package/venue-deal/international-all-in-package-at-garden-terrace-klub-kelapa-gading-for-50-pax,"International All-In Package at Garden Terrace, Klub Kelapa Gading for 50 Pax",60750000,Garden Wedding,Jakarta,50-99,https://images.weddingku.com/images/upload/store/product/big/659-jne5iut22bi1.jpg,1 Master of Ceremony (MC),0,0,0,0,3 Tiers Wedding Cake,1 Singer,2 Music Instruments (Keyboard & Guitar/Guitar & Cajon),0,Menu prasmanan (Indonesia/International) untuk 50 Pax,0,0,0,0,0,"Venue & Catering - Silver Wedding Package for 50 Pax (2022) by Klub Kelapa GadingMenu prasmanan (Indonesia/International) untuk 50 PaxKomposisi menu: 2 menu pembuka, 1 soup, 2 menu utama, 2 menu pelengkap, 2 menu penutup, nasi putih, sambal, acar, dan kerupukMinuman lemon tea untuk 50 paxAir mineral tidak terbatasPenggunaan ruangan selama 2 jamSound system standar (2.000 watt) dan 2 buah micPemakaian listrik maksimum sampai dengan 5.000 wattPenggunaan area Klub Kelapa Gading untuk pemotretan PreweddingMenginap 1 malam di Summerville Room (1 kamar)Fasilitas 1 ruang rias untuk pengantinFasilitas ruang meeting untuk technical meeting sebelum acara (jika memungkinkan untuk meeting secara offline)Wedding Organizer - International Wedding Package by WilonaWedding GownOne Wedding Gown (ready stock)Free to borrow:One Crown/ Hairpiece/EarringOne VeilOne Petticoat for BallgownOne Mannequinآ One RobeMakeup & Hair DoMakeup and Hair Do for Bride Plus RetouchMakeup and Hair Do for Groom plus RetouchTest Make UpGroom`s Suit1 Suit1 Vest1 Pants1 Shirt1 TieMaterial Polyester Fashion/PolycattonWedding Cake3 Tiers Wedding CakeCake Box: 3 Boxes 17cmآ 10 Pcs for Feeding Cake CeremonyWedding OrganizerWorking maximum three months before the wedding dayCreating a detailed rundown for the wedding dayCoordinate and organize the whole event at the wedding day, following the rundown that has been made. We will work from 06.00 in the morning or onwardsConduct a technical meeting before the wedding day with all the vendorsTwo times face to face meeting, including technical meetingPrepare the team that will be on duty on the wedding day with a communication deviceScope of working area: 2 venues only on the same day
Decoration - Intimate Wedding Package (Valid until Dec 2022)Dekorasi backdrop 6m fresh flowerKarpet permadaniTaman depan pelaminan1 welcome gate1 welcome sign acrylic / kayu4 titik standing flower1 hand bouquet1 kotak angpao1 buku tamu
Wedding Day Photo & Video - Package Royal Wedding8 Hours2 Photographer1 Videographer1 Framed printed (40x60)1 Framed printed (minimalis)50+ Edited photosTeaser video cinematic 1 minuteEdit clip video (3-5 minute)1 Exclusive album (20x30 22 page)All files in USB 32GBMC & Entertainment - Intimate MC & Entertainment Package1 Master of Ceremony (MC)1 Singer2 Music Instruments (Keyboard & Guitar/Guitar & Cajon)Sound System"
https://store.weddingku.com/wedding-package/venue-deal/favourite-bundle-venue-deals-2022-for-100-pax-at-garden-terrace-klub-kelapa-gading-by-pinkbow,"Favourite Bundle Venue Deals 2022 for 100 Pax at Garden Terrace, Klub Kelapa Gading by Pinkbow",64000000,Garden Wedding,Jakarta,100-150,https://images.weddingku.com/images/upload/store/product/big/647-lqhs38vji1kg.jpg,1 (One) of Master of Ceremony,0,0,0,0,0,1 (One) Singer,2 (Two) of Instruments,0,Menu prasmanan (Indonesia/International) untuk 100 Pax,0,0,0,0,0,"Venue & Catering - Silver Wedding Package for 100 Pax (2022) by Klub Kelapa GadingMenu prasmanan (Indonesia/International) untuk 100 PaxKomposisi menu: 2 menu pembuka, 1 soup, 2 menu utama, 2 menu pelengkap, 2 menu penutup, nasi putih, sambal, acar, dan kerupukMinuman lemon tea untuk 100 paxAir mineral tidak terbatasPenggunaan ruangan selama 2 jamSound system standar (2.000 watt) dan 2 buah micPemakaian listrik maksimum sampai dengan 5.000 wattPenggunaan area Klub Kelapa Gading untuk pemotretan PreweddingMenginap 1 malam di Summerville Room (1 kamar)Fasilitas 1 ruang rias untuk pengantinFasilitas ruang meeting untuk technical meeting sebelum acara (jika memungkinkan untuk meeting secara offline)
Wedding Organizer - Aster PackagePre-Wedding ServicesPinkbow.co performs as planner service providerAssist clients in planning the wedding day. From concept creation to detailed rundowns for the wedding day. All these activities were carried out with joint discussions between Pinkbow.co, clients, families, vendors, and other related parties.Helping clients find all the vendor that suits their wishes and needs on their wedding day.Helping clients set the budget and arrange the payment for the vendors.Develop an itinerary and schedule appointments for venue inspections, vendor appointments, food testing, and other activities related to wedding preparation.Conduct a final meeting before the wedding day with all the wedding vendors.Assist the blessing ceremony rehearsal (if needed).Prepare the team that will be on duty on the wedding day. The number of crews that will be working on the wedding day was in accordance with the agreed package. While the division of duties for each crew would be discussed further with the Wedding Consultant from Pinkbow.co.Wedding DayCoordinate and organizing the whole event, following the rundown that has been made (working together will all the vendors, clients, families, and all related parties). Including morning event for Groom and Bride, Blessing Ceremony, Civil Registration, Tea Pai ceremony, and Receptions.Ensure all activities take place according to the rundown.Handover all personal goods deposited at Pinkbow.co to the party designated by the client at the wedding day (for example souvenirs, photos for welcome area`s decoration, etc).Free Usage/Rent: Ring Holder, Teapay Set, Disposal Cup, Angpau, Angpau Sticker, Angpau Box, Red Cloth, Onde & Misoa, Xuang Xi, Flower Girl Basket, laptop, Padlock, Reception Book for Ceremony, Stationary, Bride Kimono, Plastic Clip, Medicines, Sewing Kit
Decoration - Intimate Wedding Package (Valid until Dec 2022)Dekorasi backdrop 6m fresh flowerKarpet permadaniTaman depan pelaminan1 welcome gate1 welcome sign acrylic / kayu4 titik standing flower1 hand bouquet1 kotak angpao1 buku tamu
Wedding Day Photo & Video - Package Royal Wedding8 Hours2 Photographer1 Videographer1 Framed printed (40x60)1 Framed printed (minimalis)50+ Edited photosTeaser video cinematic 1 minuteEdit clip video (3-5 minute)1 Exclusive album (20x30 22 page)All files in USB 32GBMC & Entertainment - Intimate MC & Entertainment Package1 (One) of Master of Ceremony1 (One) Singer2 (Two) of InstrumentsSound System 3000 Watt"
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
https://store.weddingku.com/wedding-package/venue-deal/beach-wedding-for-50-pax-at-courtyard-by-marriot-bali-nusa-dua,Beach Wedding for 50 Pax at Courtyard by Marriot Bali Nusa Dua,75000000,Beach,Bali,50,https://images.weddingku.com/images/upload/store/product/big/1396-otk7nay44gn3.jpg,0,0,0,0,0,0,0,0,0,Tiffany chair setup for 50 personsآ ,0,0,0,0,0,"Hotel - Calla Lili Package - 50 pax by Courtyard Bali Nusa Dua By MarriotCEREMONY AND DINNER 50 PERSONSآ Usage of wedding ceremony venueآ Thematic standard wedding ceremony decorationآ Bridal hand bouquet and Groom boutonniereآ Tiffany chair setup for 50 personsآ Standard sound system and microphonesآ One hour light bites (selection of 3 items)آ Tropical mocktail for 50 personsآ Selection of Buffet Menu or 4 courses Set Menuآ Four hours free flow non-alcoholic drinksآ Flower arrangement and candle on the tableآ Two (2) nights stay at Premium Deluxe Room, including breakfast for 2 personsآ Honeymoon cakeآ Memorial wedding gift for wedding coupleآ Dedicated wedding specialistآ Wedding Organizer - Wedding Planner Fee for 50 PaxService starting from 6:00 AM - 00:00 AM2 times escort Bride and Groom during visit for venue inspection in Bali including transportationIdentifying and hiring of wedding professionals and service providers (caterers, photographers, videographers, beautician, florists, bakers etc.) and preparation and execution of contractsBudget preparationPlanning detailed check list (from about a year in advance to a few days after the wedding)Organizing all respective issues to all vendors involved on the wedding eventGenerate the wedding rundown and ittenerary of the wedding dayWedding team incharge during the wedding day"
https://store.weddingku.com/wedding-package/venue-deal/garden-beach-wedding-for-50-pax-at-merusaka-nusa-dua,Garden Beach Wedding for 50 pax at Merusaka Nusa Dua,80100000,Chapel,Bali,50,https://images.weddingku.com/images/upload/store/product/big/2063-x06fvj2uup8s.JPG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hotel - Mantra wedding package for 50 pax  by Merusaka Nusa Duaآ Refreshing welcome elixirs and scented cold towels for up to 20 guestsآ آ 3 Hour of Private usage MERUSAKA Wedding Glass Houseآ آ Wedding Ceremony standard decorationآ One (1 ) Altar table with flower arrangementآ Four (4) Standing of flower altarآ Two (2) row flower aisle arrangementآ Petal rose for virgin roadآ 18 pcs flower chairsآ Ceiling hanging with artificial flowers at altar areaآ Curtain ceiling on each glassآ rose petal for flower shower momentآ One (1) hanging flowers with artificial in front chapelآ One (1) fresh flower Bouquet for the Brideآ Fresh flower corsage for groomآ 2 white balinese umbrellas with mini gardenآ English Speaking Priest or Celebrantآ Commemorative Wedding Certificateآ Standard sound system and electricity up to 3000 wattآ 1 Nights Stay at Suite Room for Coupleآ Wedding rehearsal one day priorآ Dinner Reception for up to 50 pax for Asian/Indonesian Menuآ All menu include ice pouring water and free flow regular ice tea and chilled juice for 2 hoursآ Standard table top will be provided, for indoor and outdoor events. It is include a candle, tropical flower centre piece, elegant table cloth and chair cover.آ Standard lighting for the entrance, dinning and buffet area.آ Standard hotel decoration at dining areaآ Directional signage to the event venueآ Hotel standard sound system including one standing mic (wireless), two active speaker and CD Playerآ Power electricity with maximum capacity of 3,000 wattآ A reception table at the entrance with centre pieces.آ Dedicated Convention Service personnel to attend to all dinner arrangementWedding Organizer - Wedding Planner Fee for 50 PaxService starting from 6:00 AM - 00:00 AM2 times escort Bride and Groom during visit for venue inspection in Bali including transportationIdentifying and hiring of wedding professionals and service providers (caterers, photographers, videographers, beautician, florists, bakers etc.) and preparation and execution of contractsBudget preparationPlanning detailed check list (from about a year in advance to a few days after the wedding)Organizing all respective issues to all vendors involved on the wedding eventGenerate the wedding rundown and ittenerary of the wedding dayWedding team incharge during the wedding day"
https://store.weddingku.com/wedding-package/venue-deal/garden-beach-wedding-for-50-pax-at-nusa-dua-beach-hotel-spa-bali,"Garden Beach Wedding for 50 Pax at Nusa Dua Beach Hotel & Spa, Bali",83000000,Garden Wedding,Bali,50,https://images.weddingku.com/images/upload/store/product/big/928-chwj04may7bw.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hotel - Ceremony & Reception for 50 Pax by Nusa Dua Beach Hotel & SpaFive (5) Deluxe Rooms for 2 nights stay including daily breakfast for 2 paxWedding venue with tropical flower arrangementBridal bouquet & groom`s boutonniereBuffet or set dinner menuThree (3) hours free flow of non alcohol drinkStandard sound system with 2 wireless microphoneWelcome name board & commemorative certificateWedding Organizer - Wedding Planner Fee for 50 PaxService starting from 6:00 AM - 00:00 AM2 times escort Bride and Groom during visit for venue inspection in Bali including transportationIdentifying and hiring of wedding professionals and service providers (caterers, photographers, videographers, beautician, florists, bakers etc.) and preparation and execution of contractsBudget preparationPlanning detailed check list (from about a year in advance to a few days after the wedding)Organizing all respective issues to all vendors involved on the wedding eventGenerate the wedding rundown and ittenerary of the wedding dayWedding team incharge during the wedding day"
https://store.weddingku.com/wedding-package/venue-deal/garden-beach-wedding-for-50-pax-at-ocean-view-by-komaneka-at-keramas-beach-villa,Garden Beach Wedding for 50 Pax at Ocean View by Komaneka at Keramas Beach Villa,84000000,Garden Wedding,Bali,50,https://images.weddingku.com/images/upload/store/product/big/1800-cgw3aml88tb7.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,Tropical Bridal bouquet & Groom`s boutonniere,0,"Venue - Wedding Package for 50 Pax by Komaneka at Keramas BeachElegant wedding decoration with ocean viewEnglish speaking celebrant (non-legal)Tropical Bridal bouquet & Groom`s boutonniereFresh flower wedding signage & flower showerKomaneka`s wedding commemorative certificateWedding toast mocktailآ Luxurious wedding cakeBalinese Rindik music during ceremonyStandard sound system including 2 microphonesPrivate use luxury preparation roomDinner reception buffet menuTwo (2) nights stay in 3 units of one bedroom Ocean Pool Villa, including daily breakfast
Wedding Organizer - Wedding Planner Fee for 50 PaxService starting from 6:00 AM - 00:00 AM2 times escort Bride and Groom during visit for venue inspection in Bali including transportationIdentifying and hiring of wedding professionals and service providers (caterers, photographers, videographers, beautician, florists, bakers etc.) and preparation and execution of contractsBudget preparationPlanning detailed check list (from about a year in advance to a few days after the wedding)Organizing all respective issues to all vendors involved on the wedding eventGenerate the wedding rundown and ittenerary of the wedding dayWedding team incharge during the wedding day"
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
https://store.weddingku.com/wedding-package/venue-deal/garden-beach-wedding-for-50-pax-at-kayumanis-nusa-dua-private-villa-spa,Garden Beach Wedding for 50 Pax at Kayumanis Nusa Dua Private Villa & Spa,97600000,Garden Wedding,Bali,50,https://images.weddingku.com/images/upload/store/product/big/2555-n6jum88lkg4i.jpeg,0,0,0,0,0,0,0,0,0,Two (2) nights stay at one bedroom private pool villaآ including daily in Villa Breakfast for two persons,0,0,0,0,0,"Hotel - Ceremony & Reception Dinner for 50 Pax by Kayumanis Nusa Dua Private Villas & SpaTwo (2) nights stay at one bedroom private pool villaآ including daily in Villa Breakfast for two personsHoneymoon Decorations (Flower bed and Flower bath arrangement)آ One time floating breakfast in villa for two personsBlessing Ceremony in Kayumanis Nusa Dua Lounge or Garden or Private BeachWestern Style Hand BouquetFlower aisle and aisle runnerFlower shower/ confetti with a basket of red rosesTwo glasses of Sparkling Wine for Toastaltar decoration with white and green local flowers and greeneryspecial design wedding welcome board by KayumanisOne villa preparation for make up and changing roomwedding certificate with special design by KayumanisStandard sound system 1000 wattWedding chairs of tiffany ChairsBBQ Buffet for reception dinnerDinner with standard Kayumanis Decorations , chair sashes, standard centerpieces andآ Wedding menu card and placed cardWedding Organizer - Wedding Planner Fee for 50 PaxService starting from 6:00 AM - 00:00 AM2 times escort Bride and Groom during visit for venue inspection in Bali including transportationIdentifying and hiring of wedding professionals and service providers (caterers, photographers, videographers, beautician, florists, bakers etc.) and preparation and execution of contractsBudget preparationPlanning detailed check list (from about a year in advance to a few days after the wedding)Organizing all respective issues to all vendors involved on the wedding eventGenerate the wedding rundown and ittenerary of the wedding dayWedding team incharge during the wedding day"
https://store.weddingku.com/wedding-package/venue-deal/garden-ocean-view-wedding-for-50-pax-at-the-samata-villa,Garden Ocean View Wedding for 50 Pax at The Samata Villa,100320000,Garden Wedding,Bali,50,https://images.weddingku.com/images/upload/store/product/big/1744-mri7lxw33el2.jpg,0,0,0,0,0,0,0,0,0,"Two (2) nights stay at Two Bedrooms Pool Villa, including daily breakfast for 4 personsآ ",0,0,0,0,0,"Venue - Venue Arrangement Package by The Samata Sanur - BaliTwo (2) nights stay at Two Bedrooms Pool Villa, including daily breakfast for 4 personsآ Two (2) nights stay atآ Three Bedrooms Pool Villa including daily breakfast for 6 personsآ Event feeآ Banjar feeElectricity up to 3.000 wattWedding Organizer - Wedding Planner Fee for 50 PaxService starting from 6:00 AM - 00:00 AM2 times escort Bride and Groom during visit for venue inspection in Bali including transportationIdentifying and hiring of wedding professionals and service providers (caterers, photographers, videographers, beautician, florists, bakers etc.) and preparation and execution of contractsBudget preparationPlanning detailed check list (from about a year in advance to a few days after the wedding)Organizing all respective issues to all vendors involved on the wedding eventGenerate the wedding rundown and ittenerary of the wedding dayWedding team incharge during the wedding dayCatering - Deluxe Buffet Package for 50 Pax by Bali Miracle Catering Choice of :3 kind of Appetizer, 1 kind of Soup, 1 kind of Live Station,3 kind of Main Course, 2 kind of Side Dishes, Steamed rice,3 kind of Dessert, Fruit platterNon-alcoholic beverage free flow (3 kinds of soft drink, 3 kinds of juices, infused water & lemon tea)Menu:APPETIZERClassic Caesar saladThai beef saladThai mango salad in nouc cham dressingMixed garden salad with condimentsHerbed mozzarella, tomato confit, and basil sc.Germany potato & egg saladFeta cheese & watermelon saladVietnamese spring roll with nouc cham dressing""Martabak telur Bangka""""Gado-gado"" roll - Steamed Indonesian veg roll, peanut sc.""Rujak manis"" - Indonesian fruit salad with tamarind dressingBaked scallop with herbed crumbYellowfin tuna tataki with ""sambal matah""Seafood spring roll with Asian dressingThai chicken pandan with sweet coriander chili sc.Assorted Seafood sushiLobster avocado cocktailSOUPTruffle mushroom cappuccino with crostiniCreamy pumpkin soup and coconut creamTomato soup with garlic butter crostiniSeafood chowder with garlic croustilanteTom Yam GoongWhite asparagus & crab corn soup""Sup bibir ikan"" - Fish lip""Sup buntut"" - Oxtail soup""Sup ikan bumbu Bali"" - Balinese fish soup""Soto ayam"" - Indonesian chicken tumeric soup""Soto Betawi"" - ""Betawi"" beef soup with coconut cream""Bakso sapi derokdok"" - Beef ball soup with buffalo skincrackers""Tekwan Tenggiri"" - Fish cake with fried tofu in seafood brothMAIN COURSEGrilled wagyu beef striploin steak24 hour braised beef short rib in rosemary demiglazeJohn dory with capers meunierePan seared baramundi with herb garlic butterFrench duck breast with onion marmaladeRoasted chicken in parmigiana cream sauceIndian mutton curry - Rogan JoshCrispy pork belly Asian glazeCrispy pork belly ""babi guling"" styleKorean beef bulgogiSalmon teriyakiSalmon & kani mentaiSweet & sour fish with pineappleChicken fillet in Thailand sauceSalt & pepper calamariSoft shell crab in salty egg yolk & butter sauce""Ayam woku Toraja"" - Stewed chicken in Torajan style spicesWagyu ""Rendang"" - Sumatran signature stewed wagyu beef in coconut & spices""Bebek goreng sambal ijo"" (imported) - Balinese crispy duck in green chili""Udang jumbo masak balado"" - Tiger prawn in Javanese red curry sc""Gindara masak bambu"" - Baked gindara fillet in bamboo woodLIVE STATION - BBQ GRILLGrilled Seafood a`la Jimbaran or Mediteranean style (fish, prawn, clam, squid)BBQ pork ribs ""Sate campur"" - mixed satay (chicken, beef, lamb, Balinese ""lilit"" satay, vegetarian)Korean BBQ with condiments (beef, pork, chicken)CARVINGSlow Roasted Angus beef striploin*Beef wellington *New Zealand lamb rack *(*all carving dish served with black pepper / mushroom / chimicuri juz)Salmon En Croute with chardonay bechamel scRoasted Peking duck with hoisin sc.""Babi guling"" - Balinese suckling pig""Kambing guling"" - Roasted lamb leg ""guling"" style""Bebek betutu"" - stewed duck in Balinese spices & banana leavesSIDE DISHESCreamy garlic mash potatoRoasted potato with baconPotato gratinCajun potato wedgesLynaisse potatoBeef lasagnaCreamy English spinachButtered mixed vegetableCantonese fried riceButtered riceSauted broccoli scallopBaby kailan with Chinese mushroom sauceStir fry sapo tahu capcay with black mushroom""Perkedel jagung"" - pan fried corn kernel""Bakwan udang"" - deep fried prawn in batter""Perkedel kentang"" - Javanese style potato cake""Sambal goreng hati & kentang"" - stewed potato & chicken liver in Javanese sc.""Plecing kangkung"" - Lombok water spinach salad with chili & lime marination""Tumis buncis daging sapi"" - sauted green bean & minced beef""Nasi goreng kampung"" - Indonesian style fried rice""Nasi kuning"" - tumeric & coconut infused rice""Nasi uduk"" - coconut rice""Bakmi goreng"" - wok fried noodle with vegetableDESSERTWarm chocolate fondantCitrus creme bruleeBlueberry cheese cakeVenetian tiramisuGreen - TearamisuMatcha creme caramel with dry coconutCoconut panacottaLemon meringueRaspberry pavlovaSweet strawberry balsamic with almond nougatineStrawberry mille fuilleDark chocolate mousseAvocado moussePistachio mousseGrill banana with toffee sauceApple crumbleFruit a` chouxMango sticky rice with palm sugarLychee with mix fruit cocktailMango pudding with vanilla sauce""Kolak pisang"" - Stewed banana in rich coconut & palm sugar""Bubuh injin"" - Black rice pudding and coconut""Pisang goreng"" - Banana fritter with vanilla sauce""Jajan Pasar"" - Assorted Indonesian Sweet DessertDadar gulung pandanKue lapis basahLapis legitBika ambonKueh kuKeleponLupisDESSERT - LIVE STATION Assorted gelato (8 flavour)Es PuterEs DalumanEs TelerEs CampurEs Cendol in coconutTerang bulan"
,,,,,,,,,,,,,,,,,,,,,,
https://store.weddingku.com/wedding-package/venue-deal/chapel-cliff-side-wedding-for-50-pax-at-anantara-uluwatu-bali-resort,Chapel Cliff Side Wedding for 50 Pax at Anantara Uluwatu Bali Resort,111666250,Chapel,Bali,50,https://images.weddingku.com/images/upload/store/product/big/1874-hm15gsrfeagc.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hotel - Dewa Dewi Celebration with Dinner for 50 persons by Anantara Uluwatu Bali ResortPre-weddingPhotoshoot access to the resort and chapelWedding assistant servicesWeddingGuest registration bookDecorations and floral arrangementBride`s bouquet and groom`s boutonniereFlower petal confettiScented cold towel, welcome drink, and mineral water for up to 50 guests.One-hour use of the Dewa Dewi chapel for the ceremony.Sound system and microphone in the chapelKeyboardist and singers for the ceremonyTwo flower girls and two-page boys in Balinese attireWedding celebrantCommemorative wedding certificateNon-alcoholic wedding toast for the bride and groomOne bottle of champagneFor the honeymoon coupleTwo-night honeymoon in an Ocean Front SuiteIn-room honeymoon cakeDaily breakfast90-minute couple`s Balinese massageCandlelit dinnerAnantara wedding giftFor the parents of the bride and groomTwo nights in two Ocean View SuitesDaily breakfastDinner reception - BBQ BY THE CLIFF at GARDEN LAWN
Wedding Organizer - Wedding Planner Fee for 50 PaxService starting from 6:00 AM - 00:00 AM2 times escort Bride and Groom during visit for venue inspection in Bali including transportationIdentifying and hiring of wedding professionals and service providers (caterers, photographers, videographers, beautician, florists, bakers etc.) and preparation and execution of contractsBudget preparationPlanning detailed check list (from about a year in advance to a few days after the wedding)Organizing all respective issues to all vendors involved on the wedding eventGenerate the wedding rundown and ittenerary of the wedding dayWedding team incharge during the wedding day"
https://store.weddingku.com/wedding-package/venue-deal/garden-beach-sunset-wedding-for-50-pax-at-intercontinental-bali-resort,Garden Beach Sunset Wedding for 50 Pax at InterContinental Bali Resort,112000000,Garden Wedding,Bali,50,https://images.weddingku.com/images/upload/store/product/big/934-uaq1tgf66nt5.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hotel - Ceremony & Reception for 50 Pax by InterContinental Bali ResortComplimentary usage of private selection of outdoor wedding venueFive (5) rooms with 2 nights stay at Deluxe Room, including daily breakfastBuffet dinner menuFree flow iced water throughout dinner3 Hours free flow soft drink and juices during the dinnerTable & chairs for seating dinnerElectricity supply for up to 5,000 watts and standard lightingRomantic candle lighting at the dinner area
Wedding Organizer - Wedding Planner Fee for 50 PaxService starting from 6:00 AM - 00:00 AM2 times escort Bride and Groom during visit for venue inspection in Bali including transportationIdentifying and hiring of wedding professionals and service providers (caterers, photographers, videographers, beautician, florists, bakers etc.) and preparation and execution of contractsBudget preparationPlanning detailed check list (from about a year in advance to a few days after the wedding)Organizing all respective issues to all vendors involved on the wedding eventGenerate the wedding rundown and ittenerary of the wedding dayWedding team incharge during the wedding day"
